ANOMES,ANOEXERCICIO,MES,NOMEORGAO,TIPOADMINISTRACAO,TIPOPODER,RECEITAPREVISTAATUALIZADA,NATUREZARECEITA,RECEITAREALIZADA,CNPJORGAO
201411,2014,Nov,"ESTADO DE GOIAS",N/A,N/A,2.984041667E7,"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE A POBREZA",3.211431506E7,
201411,2014,Nov,"FUNDO SOCIAL DE LOTERIA",Direta,Executivo,2.984041667E7,"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE A POBREZA",,4354889000166
201411,2014,Nov,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",Indireta,Executivo,166.67000000000002,"ALIENACAO DE BENS",,3521741000106
201411,2014,Nov,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,3.416691667E7,"ALIENACAO DE BENS",,
201411,2014,Nov,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,3.416691667E7,"ALIENACAO DE BENS",,1409655000180
201411,2014,Nov,"UNIVERSIDADE ESTADUAL DE GOIAS",Indireta,Executivo,83.33,"ALIENACAO DE BENS",,1112580000171
201411,2014,Nov,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",Indireta,Executivo,83.33,"ALIENACAO DE BENS IMOVEIS",,3521741000106
201411,2014,Nov,EMATER,Indireta,Executivo,83.33,"ALIENACAO DE BENS IMOVEIS",,13232306000115
201411,2014,Nov,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,3.416666667E7,"ALIENACAO DE BENS IMOVEIS",,
201411,2014,Nov,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,3000.0,"ALIENACAO DE BENS MOVEIS",,
201411,2014,Nov,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,2.18335E7,"ALIENACAO DE IMOVEIS RURAIS",0.0,1409655000180
201411,2014,Nov,"FUNDO DE FOM. AO DESENV. ECON.E SOCIAL",Direta,Executivo,16333.32,"ALIENACAO DE IMOVEIS RURAIS",,3280530000129
201411,2014,Nov,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,83.33,"ALIENACAO DE IMOVEIS URBANOS",,
201411,2014,Nov,"FUNDO DE FOM. AO DESENV. ECON.E SOCIAL",Direta,Executivo,8333.34,"ALIENACAO DE IMOVEIS URBANOS",,3280530000129
201411,2014,Nov,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",Indireta,Executivo,83.33,"ALIENACAO DE OUTROS BENS IMOVEIS",,3521741000106
201411,2014,Nov,EMATER,Indireta,Executivo,166.66,"ALIENACAO DE OUTROS BENS MOVEIS",,13232306000115
201411,2014,Nov,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,500.0,"ALIENACAO DE OUTROS BENS MOVEIS",0.0,1409655000180
201411,2014,Nov,"FUNDO EST. DE SEGURANÇA PÚBLICA-FUNESP",Direta,Executivo,,"ALIENACAO DE OUTROS BENS MOVEIS",0.0,2658753000114
201411,2014,Nov,FUNEBOM,Indireta,Executivo,7666.66,"ALIENACAO DE OUTROS BENS MOVEIS",,14786724000117
201411,2014,Nov,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,4166.67,"ALIENAÇÃO DE IMÓVEIS URBANOS",,
201411,2014,Nov,"UNIVERSIDADE ESTADUAL DE GOIAS",Indireta,Executivo,83.33,"ALIENAÇÃO DE IMÓVEIS URBANOS",,1112580000171
201411,2014,Nov,"FUNDO DE FOM. AO DESENV. ECON.E SOCIAL",Direta,Executivo,,"ALIENAÇÃO DE OUTROS BENS IMÓVEIS",-4000000.0,3280530000129
