ANOMES,ANOEXERCICIO,MES,NOMEORGAO,TIPOADMINISTRACAO,TIPOPODER,RECEITAPREVISTAATUALIZADA,NATUREZARECEITA,RECEITAREALIZADA,CNPJORGAO
201404,2014,Abr,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,2.984041667E7,"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE A POBREZA",3.189779344E7,
201404,2014,Abr,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,2.984041667E7,"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE A POBREZA",3.189779344E7,
201404,2014,Abr,"AG. GOIANA DE REG. CONT. E FISC. S.PUBL",Indireta,Executivo,2916.67,"ALIENACAO DE BENS",,3537650000169
201404,2014,Abr,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",Indireta,Executivo,166.67000000000002,"ALIENACAO DE BENS",,3521741000106
201404,2014,Abr,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,3.416691667E7,"ALIENACAO DE BENS",,
201404,2014,Abr,"FUNDO DE MODERNIZACAO DO MINIST PUBLICO",Direta,N/A,1000.0,"ALIENACAO DE BENS",,7004223000176
201404,2014,Abr,EMATER,Indireta,Executivo,83.33,"ALIENACAO DE BENS IMOVEIS",,13232306000115
201404,2014,Abr,"ESTADO DE GOIAS",N/A,N/A,3.417508333E7,"ALIENACAO DE BENS IMOVEIS",,
201404,2014,Abr,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,3.416666667E7,"ALIENACAO DE BENS IMOVEIS",,
201404,2014,Abr,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,3.417508333E7,"ALIENACAO DE BENS IMOVEIS",,
201404,2014,Abr,"FUNDO ESTADUAL DE DESENVOL.DO NORDESTE",Direta,Executivo,238833.33000000002,"ALIENACAO DE BENS MOVEIS",,4916251000171
201404,2014,Abr,"ESTADO DE GOIAS",N/A,N/A,2.184166666E7,"ALIENACAO DE IMOVEIS RURAIS",0.0,
201404,2014,Abr,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,2.18335E7,"ALIENACAO DE IMOVEIS RURAIS",0.0,1409655000180
201404,2014,Abr,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,2.324991667E7,"ALIENACAO DE IMOVEIS URBANOS",0.0,
201404,2014,Abr,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,4166.67,"ALIENACAO DE IMOVEIS URBANOS",,
201404,2014,Abr,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",Indireta,Executivo,83.33,"ALIENACAO DE OUTROS BENS IMOVEIS",,3521741000106
201404,2014,Abr,"ESTADO DE GOIAS",N/A,N/A,493833.32,"ALIENACAO DE OUTROS BENS MOVEIS",0.0,
201404,2014,Abr,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,500.0,"ALIENACAO DE OUTROS BENS MOVEIS",0.0,
201404,2014,Abr,"FUNDO EST. DE SEGURANÇA PÚBLICA-FUNESP",Direta,Executivo,,"ALIENACAO DE OUTROS BENS MOVEIS",0.0,2658753000114
201404,2014,Abr,"ESTADO DE GOIAS",N/A,N/A,2.325416667E7,"ALIENAÇÃO DE IMÓVEIS URBANOS",0.0,
201404,2014,Abr,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,2.324991667E7,"ALIENAÇÃO DE IMÓVEIS URBANOS",0.0,
201404,2014,Abr,"UNIVERSIDADE ESTADUAL DE GOIAS",Indireta,Executivo,83.33,"ALIENAÇÃO DE IMÓVEIS URBANOS",,1112580000171
201404,2014,Abr,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,,"ALIENAÇÃO DE OUTROS BENS IMÓVEIS",0.0,
201404,2014,Abr,"FUNDO DE FOM. AO DESENV. ECON.E SOCIAL",Direta,Executivo,,"ALIENAÇÃO DE OUTROS BENS IMÓVEIS",0.0,3280530000129
201404,2014,Abr,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",Indireta,Executivo,2833.34,ALUGUEIS,,3521741000106
201404,2014,Abr,"AGENCIA GOIANA DE ESPORTE E LAZER",Indireta,Executivo,,ALUGUEIS,6310.8,5470294000139
201404,2014,Abr,"AGENCIA GOIANA DE TURISMO",Indireta,Executivo,4166.66,ALUGUEIS,,3549463000103
201404,2014,Abr,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,54833.340000000004,ALUGUEIS,47682.26,
201404,2014,Abr,"FUNDO EST. CENTRO CULT. OSCAR NIEMEYER",Direta,Executivo,188833.34,ALUGUEIS,92400.0,14188263000180
201404,2014,Abr,"FUNDO EST. DE SEGURANCA PUBLICA-FUNESP",Direta,Executivo,1166.66,ALUGUEIS,,2658753000114
201404,2014,Abr,"FUNDO MODERN. APRIMOR. FUNC. ASS. LEG.",Direta,Legislativo,,ALUGUEIS,10219.2,7766390000154
201404,2014,Abr,"FUNDO PENINT. ESTADUAL - FUNPES",Direta,Executivo,18166.66,ALUGUEIS,26002.760000000002,10879198000189
201404,2014,Abr,"ESTADO DE GOIAS",N/A,N/A,193583.33000000002,"AMORTIZACAO DE EMPRESTIMOS",524729.93,
201404,2014,Abr,"FUNDO PART.A INDUSTRIALIZACAO-FOMENTAR",Direta,Executivo,50916.67,"AMORTIZACAO DE EMPRESTIMOS",9023.56,1460666000195
201404,2014,Abr,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,50916.67,"AMORTIZACAO DE EMPRESTIMOS - FOMENTAR",9023.56,
201404,2014,Abr,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,50916.67,"AMORTIZACAO DE EMPRESTIMOS - FOMENTAR",9023.56,
201404,2014,Abr,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,193583.33000000002,"AMORTIZACAO DE FINANCIAMENTOS DIVERSOS",524729.93,
201404,2014,Abr,FUNPRODUZIR,Direta,Executivo,134583.33000000002,"AMORTIZACAO DE FINANCIAMENTOS DIVERSOS",443363.59,4352350000178
201404,2014,Abr,"ESTADO DE GOIAS",N/A,N/A,1819833.33,"ASSISTENCIA FARMACEUTICA",5185087.86,
201404,2014,Abr,"FUNDO ESTADUAL DE SAUDE- FES",Direta,Executivo,1819833.33,"ASSISTENCIA FARMACEUTICA",5185087.86,544963000156
201404,2014,Abr,"ESTADO DE GOIAS",N/A,N/A,10000.0,"ATENÇÃO BÁSICA",26460.0,
201404,2014,Abr,"FUNDO ESTADUAL DE SAUDE- FES",Direta,Executivo,4026833.33,"ATENÇÃO DE MAC. AMBULATORIAL E HOSPITALAR",3539555.4,544963000156
201404,2014,Abr,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,166.67000000000002,"ATUALIZACAO MONETARIA DE ORIGEM NAO TRIBUTARIA",51.33,
201404,2014,Abr,"FUNDO ESP. DE REAPARELHAMENTO DO T.C.M.",Direta,Legislativo,,"ATUALIZAÇÃO MONETÁRIA DA DIVIDA ATIVA NÃO TRIBUTARIA DE OUTRAS RECEITAS - PRINCIPAL",0.0,6881263000133
201404,2014,Abr,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,1022666.67,"BLOCO DE INVESTIMENTOS NA REDE DE SERVIÇOS DE SAUDE",3000000.0,
201404,2014,Abr,EMATER,Indireta,Executivo,87500.0,"COMERCIALIZACAO DE OUTROS PRODUTOS VEGETAIS",0.0,13232306000115
201404,2014,Abr,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",Indireta,Executivo,87500.0,"COMERCIALIZAÇÃO DE OUTROS PRODUTOS VEGETAIS",,3521741000106
201404,2014,Abr,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,87500.0,"COMERCIALIZAÇÃO DE OUTROS PRODUTOS VEGETAIS",0.0,
201404,2014,Abr,"ESTADO DE GOIAS",N/A,N/A,1833333.33,"COMPENSACAO FINANCEIRA PREVIDENCIARIA",404381.77,
201404,2014,Abr,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,1833333.33,"COMPENSACAO FINANCEIRA PREVIDENCIARIA",0.0,
201404,2014,Abr,"FUNDO FIN. PREV. SERVIDOR",Indireta,Executivo,1833166.67,"COMPENSACAO FINANCEIRA PREVIDENCIARIA",0.0,18867930000102
201404,2014,Abr,"FUNDO PREVIDENCIÁRIO",Indireta,Executivo,83.33,"COMPENSACAO FINANCEIRA PREVIDENCIARIA",,18867918000106
201404,2014,Abr,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,,"CONTRATOS DIVIDA PÚBLICA ESTADUAL INTERN",5.6442182403E8,
201404,2014,Abr,"ESTADO DE GOIAS",N/A,N/A,4.172316667E7,"CONTRIBUICAO DE SERVIDOR ATIVO CIVIL",3.823837771E7,
201404,2014,Abr,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,4.172316667E7,"CONTRIBUICAO DE SERVIDOR ATIVO CIVIL",2.887740954E7,
201404,2014,Abr,"FUNDO FIN. PREV. MILITAR",Indireta,Executivo,,"CONTRIBUICAO DE SERVIDOR ATIVO CIVIL",0.0,18798607000124
201404,2014,Abr,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,1.22575E7,"CONTRIBUICAO DE SERVIDOR ATIVO MILITAR",1.075965404E7,
201404,2014,Abr,"ESTADO DE GOIAS",N/A,N/A,8.222508333E7,"CONTRIBUICAO PARA ASSISTENCIA HOSPITALAR INTEGRAL",7.76826879E7,
201404,2014,Abr,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,8.222508333E7,"CONTRIBUICAO PARA ASSISTENCIA HOSPITALAR INTEGRAL",7.76826879E7,
201404,2014,Abr,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,8.222508333E7,"CONTRIBUICAO PARA ASSISTENCIA HOSPITALAR INTEGRAL",7.76826879E7,
201404,2014,Abr,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,191750.0,"CONTRIBUICAO PATRONAL - ATIVO CIVIL",180194.61000000002,
201404,2014,Abr,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,,"CONTRIBUICAO PATRONAL - ATIVO CIVIL",167250.67,
201404,2014,Abr,"FUNDO FIN. PREV. SERVIDOR",Indireta,Executivo,191666.67,"CONTRIBUICAO PATRONAL - ATIVO CIVIL",12943.94,18867930000102
201404,2014,Abr,"ESTADO DE GOIAS",N/A,N/A,833.33,"CONTRIBUICAO PATRONAL - ATIVO MILITAR",0.0,
201404,2014,Abr,"FUNDO FIN. PREV. MILITAR",Indireta,Executivo,833.33,"CONTRIBUICAO PATRONAL - ATIVO MILITAR",0.0,18798607000124
201404,2014,Abr,"ESTADO DE GOIAS",N/A,N/A,1500000.0,"CONTRIBUICOES DE PENSIONISTA CIVIL",2259835.68,
201404,2014,Abr,"FUNDO FIN. PREV. MILITAR",Indireta,Executivo,1499666.67,"CONTRIBUICOES DE SERVID. INATIVO MILITAR",1148324.48,18798607000124
201404,2014,Abr,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,6.036458333E7,"CONTRIBUICOES PREVIDENCIARIAS DO REGIME PROPRIO",5.850194308E7,
