ANOMES,ANOEXERCICIO,MES,NOMEORGAO,TIPOADMINISTRACAO,TIPOPODER,RECEITAPREVISTAATUALIZADA,NATUREZARECEITA,RECEITAREALIZADA,CNPJORGAO
201407,2014,Jul,"ESTADO DE GOIAS",N/A,N/A,2.984041667E7,"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE A POBREZA",3.648904368E7,
201407,2014,Jul,"ESTADO DE GOIAS",N/A,N/A,3.4422E7,"ALIENACAO DE BENS",,
201407,2014,Jul,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,3.416691667E7,"ALIENACAO DE BENS",,
201407,2014,Jul,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,251916.66,"ALIENACAO DE BENS",,
201407,2014,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,3166.67,"ALIENACAO DE BENS",,
201407,2014,Jul,"FUNDO CAP. SERV. E MOD. - FUNCAM",Direta,Executivo,238833.33000000002,"ALIENACAO DE BENS",,13301077000143
201407,2014,Jul,"FUNDO DE FOM. AO DESENV. ECON.E SOCIAL",Direta,Executivo,16500.0,"ALIENACAO DE BENS",,3280530000129
201407,2014,Jul,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,3.416666667E7,"ALIENACAO DE BENS IMOVEIS",,
201407,2014,Jul,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,8250.0,"ALIENACAO DE BENS IMOVEIS",,
201407,2014,Jul,EMATER,Indireta,Executivo,83.33,"ALIENACAO DE BENS MOVEIS",,13232306000115
201407,2014,Jul,"ESTADO DE GOIAS",N/A,N/A,246916.66,"ALIENACAO DE BENS MOVEIS",,
201407,2014,Jul,FUNEBOM,Indireta,Executivo,3833.33,"ALIENACAO DE BENS MOVEIS",,14786724000117
201407,2014,Jul,"ESTADO DE GOIAS",N/A,N/A,2.325416667E7,"ALIENACAO DE IMOVEIS URBANOS",20255.52,
201407,2014,Jul,EMATER,Indireta,Executivo,83.33,"ALIENACAO DE OUTROS BENS IMOVEIS",,13232306000115
201407,2014,Jul,"AG. GOIANA DE REG. CONT. E FISC. S.PUBL",Indireta,Executivo,5833.34,"ALIENACAO DE OUTROS BENS MOVEIS",,3537650000169
201407,2014,Jul,"ESTADO DE GOIAS",N/A,N/A,493833.32,"ALIENACAO DE OUTROS BENS MOVEIS",0.0,
201407,2014,Jul,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,500.0,"ALIENACAO DE OUTROS BENS MOVEIS",0.0,1409655000180
