ANOMES,ANOEXERCICIO,MES,NOMEORGAO,TIPOADMINISTRACAO,TIPOPODER,RECEITAPREVISTAATUALIZADA,NATUREZARECEITA,RECEITAREALIZADA,CNPJORGAO
201505,2015,Mai,"ESTADO DE GOIAS",N/A,N/A,3.418241667E7,"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE A POBREZA",3.540196308E7,
201505,2015,Mai,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,3.418241667E7,"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE A POBREZA",3.540196308E7,
201505,2015,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,3.418241667E7,"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE A POBREZA",3.540196308E7,
201505,2015,Mai,"FUNDO SOCIAL DE LOTERIA",Direta,Executivo,3.418241667E7,"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE A POBREZA",,4354889000166
201505,2015,Mai,"PROTEGE GOIAS",Direta,Executivo,3.418241667E7,"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE A POBREZA",3.540196308E7,6084202000145
201505,2015,Mai,"ESTADO DE GOIAS",N/A,N/A,6916666.67,"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE À PROBREZA",,
201505,2015,Mai,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,6916666.67,"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE À PROBREZA",,
201505,2015,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,6916666.67,"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE À PROBREZA",,
201505,2015,Mai,"FUNDO ESPECIAL DE SAUDE - FUNESA",Direta,Executivo,6916666.67,"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE À PROBREZA",,544963000156
201505,2015,Mai,"FUNDO ESTADUAL DE SAUDE- FES",Direta,Executivo,6916666.67,"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE À PROBREZA",,544963000156
201505,2015,Mai,AGRODEFESA,Indireta,Executivo,17250.0,"ALIENACAO DE BENS",,6064227000187
