ANOMES,ANOEXERCICIO,MES,NOMEORGAO,TIPOADMINISTRACAO,TIPOPODER,RECEITAPREVISTAATUALIZADA,NATUREZARECEITA,RECEITAREALIZADA,CNPJORGAO
201410,2014,Out,"ESTADO DE GOIAS",N/A,N/A,2.984041667E7,"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE A POBREZA",3.202246955E7,
201410,2014,Out,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,3166.67,"ALIENACAO DE BENS",,
201410,2014,Out,"UNIVERSIDADE ESTADUAL DE GOIAS",Indireta,Executivo,83.33,"ALIENACAO DE BENS",,1112580000171
201410,2014,Out,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,8250.0,"ALIENACAO DE BENS IMOVEIS",,
201410,2014,Out,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,166.66,"ALIENACAO DE BENS IMOVEIS",,
201410,2014,Out,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",Indireta,Executivo,83.33,"ALIENACAO DE BENS MOVEIS",,3521741000106
201410,2014,Out,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,3000.0,"ALIENACAO DE BENS MOVEIS",,
201410,2014,Out,"ESTADO DE GOIAS",N/A,N/A,2.184166666E7,"ALIENACAO DE IMOVEIS RURAIS",0.0,
201410,2014,Out,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,8166.66,"ALIENACAO DE IMOVEIS RURAIS",,
201410,2014,Out,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,4166.67,"ALIENACAO DE IMOVEIS URBANOS",,
201410,2014,Out,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,2.325416667E7,"ALIENACAO DE IMOVEIS URBANOS",0.0,
201410,2014,Out,"FUNDO DE FOM. AO DESENV. ECON.E SOCIAL",Direta,Executivo,8333.34,"ALIENACAO DE IMOVEIS URBANOS",,3280530000129
201410,2014,Out,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",Indireta,Executivo,83.33,"ALIENACAO DE OUTROS BENS IMOVEIS",,3521741000106
201410,2014,Out,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",Indireta,Executivo,166.66,"ALIENACAO DE OUTROS BENS MOVEIS",,3521741000106
201410,2014,Out,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,500.0,"ALIENACAO DE OUTROS BENS MOVEIS",0.0,
201410,2014,Out,"ESTADO DE GOIAS - PODER LEGISLATIVO",N/A,N/A,,"ALIENACAO DE OUTROS BENS MOVEIS",0.0,
201410,2014,Out,"FUNDO ESP. DE REAPARELHAMENTO DO T.C.M.",Direta,Legislativo,,"ALIENACAO DE OUTROS BENS MOVEIS",0.0,6881263000133
201410,2014,Out,"FUNDO ESTADUAL DE DESENVOL.DO NORDESTE",Direta,Executivo,477666.66000000003,"ALIENACAO DE OUTROS BENS MOVEIS",,4916251000171
201410,2014,Out,"ESTADO DE GOIAS",N/A,N/A,2.325416667E7,"ALIENAÇÃO DE IMÓVEIS URBANOS",0.0,
201410,2014,Out,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,4166.67,"ALIENAÇÃO DE IMÓVEIS URBANOS",,
201410,2014,Out,"UNIVERSIDADE ESTADUAL DE GOIAS",Indireta,Executivo,83.33,"ALIENAÇÃO DE IMÓVEIS URBANOS",,1112580000171
201410,2014,Out,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,83.33,"ALIENAÇÃO DE OUTROS BENS IMÓVEIS",,
201410,2014,Out,"AGENCIA GOIANA DE ESPORTE E LAZER",Indireta,Executivo,,ALUGUEIS,0.0,5470294000139
201410,2014,Out,"AGÊNCIA GOIANA DE COMUNICAÇÃO",Indireta,Executivo,4166.66,ALUGUEIS,4550.0,3520902000147
201410,2014,Out,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,54833.340000000004,ALUGUEIS,79829.92,
201410,2014,Out,"ESTADO DE GOIAS - PODER LEGISLATIVO",N/A,N/A,6166.66,ALUGUEIS,16638.22,
201410,2014,Out,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,54833.340000000004,ALUGUEIS,79829.92,1409655000180
201410,2014,Out,"FUNDO DE ARTE E CULT. DO EST. GO",Direta,Executivo,5500.0,ALUGUEIS,16120.0,15540894000180
201410,2014,Out,"FUNDO ESP. DE REAPARELHAMENTO DO T.C.M.",Direta,Legislativo,6166.66,ALUGUEIS,5929.5,6881263000133
201410,2014,Out,"FUNDO EST. DE SEGURANCA PUBLICA-FUNESP",Direta,Executivo,1166.66,ALUGUEIS,,2658753000114
201410,2014,Out,"FUNDO EST. DE SEGURANÇA PÚBLICA-FUNESP",Direta,Executivo,2333.32,ALUGUEIS,,2658753000114
201410,2014,Out,"FUNDO PENINT. ESTADUAL - FUNPES",Direta,Executivo,18166.66,ALUGUEIS,16852.82,10879198000189
201410,2014,Out,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,193583.33000000002,"AMORTIZACAO DE EMPRESTIMOS",606781.9400000001,
201410,2014,Out,"FUNDO DE FINANC. DO BANCO DO POVO GOIÁS",Direta,Executivo,8083.33,"AMORTIZACAO DE EMPRESTIMOS",,17850814000118
201410,2014,Out,"ESTADO DE GOIAS",N/A,N/A,193583.33000000002,"AMORTIZACAO DE FINANCIAMENTOS DIVERSOS",606781.9400000001,
201410,2014,Out,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,193583.33000000002,"AMORTIZACAO DE FINANCIAMENTOS DIVERSOS",606781.9400000001,
201410,2014,Out,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,,"AMORTIZAÇÃO DE EMPRESTIMOS",0.0,
201410,2014,Out,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,,"AMORTIZAÇÃO DE EMPRESTIMOS",0.0,
201410,2014,Out,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,,"AMORTIZAÇÃO DE EMPRÉSTIMOS - FUNMINERAL",155517.28,
201410,2014,Out,"FUNDO DE FOMENTO A MINERACAO",Direta,Executivo,,"AMORTIZAÇÃO DE EMPRÉSTIMOS - FUNMINERAL",155517.28,3609406000164
201410,2014,Out,"FUNDO ESTADUAL DE SAUDE- FES",Direta,Executivo,10000.0,"ATENÇÃO BÁSICA",52920.0,544963000156
